date,category,description,amount,type
02-04-2026,Salary,ESP32-Kitchen WiFi Entry,17250.0,Income
16-03-2026,Rent,ESP32-02 WiFi Entry,463.0,Expense
16-03-2026,Bonus,ESP32-02 WiFi Entry,36467.0,Income
27-03-2026,Salary,ESP32-01 WiFi Entry,33258.0,Income
27-02-2026,Travel,ESP32-01 WiFi Entry,3387.0,Expense
28-02-2026,Bonus,ESP32-02 WiFi Entry,21848.0,Income
24-03-2026,Rent,ESP32-01 WiFi Entry,4622.0,Expense
15-03-2026,Investment,ESP32-01 WiFi Entry,19949.0,Income
28-02-2026,Food,ESP32-02 WiFi Entry,3791.0,Expense
07-03-2026,Rent,ESP32-Office WiFi Entry,674.0,Expense
10-04-2026,Investment,ESP32-Office WiFi Entry,37169.0,Income
11-04-2026,Bills,ESP32-01 WiFi Entry,4334.0,Expense
22-02-2026,Investment,ESP32-Office WiFi Entry,11947.0,Income
15-04-2026,Shopping,ESP32-01 WiFi Entry,3677.0,Expense
02-03-2026,Shopping,ESP32-Home WiFi Entry,4601.0,Expense
14-03-2026,Shopping,ESP32-Home WiFi Entry,998.0,Expense
15-04-2026,Travel,ESP32-01 WiFi Entry,2425.0,Expense
05-04-2026,Salary,ESP32-02 WiFi Entry,14431.0,Income
26-02-2026,Salary,ESP32-01 WiFi Entry,37050.0,Income
04-04-2026,Rent,ESP32-Home WiFi Entry,1320.0,Expense
19-03-2026,Travel,ESP32-Home WiFi Entry,1548.0,Expense
16-04-2026,Investment,ESP32-02 WiFi Entry,33461.0,Income
24-02-2026,Travel,ESP32-02 WiFi Entry,3236.0,Expense
25-03-2026,Food,ESP32-01 WiFi Entry,1451.0,Expense
11-04-2026,Bills,ESP32-01 WiFi Entry,3211.0,Expense
19-03-2026,Travel,ESP32-Home WiFi Entry,3155.0,Expense
19-04-2026,Bills,ESP32-Home WiFi Entry,2941.0,Expense
22-02-2026,Food,ESP32-Kitchen WiFi Entry,237.0,Expense
08-04-2026,Shopping,ESP32-Office WiFi Entry,2609.0,Expense
25-03-2026,Bonus,ESP32-Home WiFi Entry,28213.0,Income
06-04-2026,Salary,ESP32-01 WiFi Entry,47619.0,Income
15-04-2026,Bonus,ESP32-Home WiFi Entry,23989.0,Income
21-02-2026,Investment,ESP32-Kitchen WiFi Entry,42613.0,Income
27-03-2026,Bonus,ESP32-Kitchen WiFi Entry,45220.0,Income
20-03-2026,Salary,ESP32-02 WiFi Entry,40369.0,Income
01-04-2026,Travel,ESP32-02 WiFi Entry,2420.0,Expense
29-03-2026,Travel,ESP32-Home WiFi Entry,1557.0,Expense
24-03-2026,Bonus,ESP32-Office WiFi Entry,34438.0,Income
21-02-2026,Bonus,ESP32-Home WiFi Entry,43868.0,Income
09-04-2026,Investment,ESP32-02 WiFi Entry,26033.0,Income
21-03-2026,Shopping,ESP32-Office WiFi Entry,931.0,Expense
10-04-2026,Rent,ESP32-Office WiFi Entry,1897.0,Expense
30-03-2026,Investment,ESP32-Home WiFi Entry,13532.0,Income
16-04-2026,Bills,ESP32-Home WiFi Entry,2496.0,Expense
05-03-2026,Bonus,ESP32-01 WiFi Entry,33221.0,Income
26-03-2026,Travel,ESP32-Home WiFi Entry,3674.0,Expense
14-03-2026,Travel,ESP32-02 WiFi Entry,4109.0,Expense
12-04-2026,Shopping,ESP32-Home WiFi Entry,1971.0,Expense
13-04-2026,Travel,ESP32-02 WiFi Entry,2133.0,Expense
17-04-2026,Travel,ESP32-02 WiFi Entry,238.0,Expense
28-02-2026,Bonus,ESP32-01 WiFi Entry,36933.0,Income
21-02-2026,Investment,ESP32-02 WiFi Entry,30469.0,Income
13-04-2026,Salary,ESP32-Office WiFi Entry,20633.0,Income
12-03-2026,Bonus,ESP32-02 WiFi Entry,48052.0,Income
09-03-2026,Investment,ESP32-02 WiFi Entry,44055.0,Income
05-04-2026,Bonus,ESP32-01 WiFi Entry,44205.0,Income
14-03-2026,Rent,ESP32-01 WiFi Entry,2274.0,Expense
22-03-2026,Food,ESP32-Home WiFi Entry,3464.0,Expense
14-03-2026,Rent,ESP32-Kitchen WiFi Entry,944.0,Expense
15-03-2026,Investment,ESP32-Kitchen WiFi Entry,31729.0,Income
05-04-2026,Bills,ESP32-Home WiFi Entry,4728.0,Expense
19-03-2026,Shopping,ESP32-Home WiFi Entry,1170.0,Expense
09-03-2026,Travel,ESP32-Kitchen WiFi Entry,1972.0,Expense
22-04-2026,Rent,ESP32-02 WiFi Entry,3304.0,Expense
09-04-2026,Rent,ESP32-01 WiFi Entry,2597.0,Expense
18-04-2026,Food,ESP32-Home WiFi Entry,75.0,Expense
09-04-2026,Bonus,ESP32-Home WiFi Entry,24190.0,Income
16-04-2026,Investment,ESP32-Kitchen WiFi Entry,29151.0,Income
11-04-2026,Shopping,ESP32-01 WiFi Entry,3267.0,Expense
08-04-2026,Salary,ESP32-01 WiFi Entry,14115.0,Income
07-03-2026,Salary,ESP32-Home WiFi Entry,37964.0,Income
08-04-2026,Salary,ESP32-01 WiFi Entry,27771.0,Income
12-04-2026,Shopping,ESP32-Home WiFi Entry,3363.0,Expense
22-02-2026,Rent,ESP32-Kitchen WiFi Entry,2586.0,Expense
18-04-2026,Travel,ESP32-Home WiFi Entry,1404.0,Expense
20-04-2026,Salary,ESP32-Home WiFi Entry,26554.0,Income
26-02-2026,Bonus,ESP32-01 WiFi Entry,35294.0,Income
25-02-2026,Investment,ESP32-Office WiFi Entry,40645.0,Income
10-03-2026,Food,ESP32-Office WiFi Entry,342.0,Expense
12-04-2026,Investment,ESP32-02 WiFi Entry,31874.0,Income
21-04-2026,Food,ESP32-Home WiFi Entry,2340.0,Expense
09-04-2026,Travel,ESP32-02 WiFi Entry,658.0,Expense
24-03-2026,Rent,ESP32-01 WiFi Entry,3480.0,Expense
22-04-2026,Shopping,ESP32-Kitchen WiFi Entry,914.0,Expense
22-02-2026,Travel,ESP32-Office WiFi Entry,4062.0,Expense
24-02-2026,Food,ESP32-Kitchen WiFi Entry,4839.0,Expense
11-04-2026,Shopping,ESP32-Office WiFi Entry,4212.0,Expense
21-04-2026,Investment,ESP32-Home WiFi Entry,26829.0,Income
11-04-2026,Bills,ESP32-02 WiFi Entry,3240.0,Expense
10-03-2026,Food,ESP32-02 WiFi Entry,1581.0,Expense
14-04-2026,Travel,ESP32-02 WiFi Entry,134.0,Expense
31-03-2026,Bills,ESP32-02 WiFi Entry,1051.0,Expense
22-03-2026,Salary,ESP32-Kitchen WiFi Entry,37721.0,Income
11-04-2026,Bonus,ESP32-Kitchen WiFi Entry,13808.0,Income
12-04-2026,Bills,ESP32-Home WiFi Entry,1757.0,Expense
02-04-2026,Rent,ESP32-Home WiFi Entry,3271.0,Expense
03-04-2026,Rent,ESP32-Kitchen WiFi Entry,1417.0,Expense
25-03-2026,Investment,ESP32-01 WiFi Entry,14896.0,Income
22-04-2026,Food,ESP32-Kitchen WiFi Entry,3581.0,Expense
26-02-2026,Salary,ESP32-02 WiFi Entry,41871.0,Income
26-03-2026,Travel,ESP32-02 WiFi Entry,4344.0,Expense
23-03-2026,Investment,ESP32-01 WiFi Entry,30817.0,Income
14-03-2026,Salary,ESP32-Home WiFi Entry,47967.0,Income
21-04-2026,Shopping,ESP32-Kitchen WiFi Entry,1664.0,Expense
02-03-2026,Travel,ESP32-02 WiFi Entry,3956.0,Expense
04-03-2026,Rent,ESP32-Home WiFi Entry,2312.0,Expense
12-03-2026,Bonus,ESP32-Office WiFi Entry,47261.0,Income
15-03-2026,Bills,ESP32-Kitchen WiFi Entry,1887.0,Expense
11-03-2026,Investment,ESP32-Office WiFi Entry,30960.0,Income
28-02-2026,Food,ESP32-02 WiFi Entry,4612.0,Expense
04-04-2026,Bonus,ESP32-Office WiFi Entry,20124.0,Income
09-03-2026,Bills,ESP32-01 WiFi Entry,2018.0,Expense
01-04-2026,Shopping,ESP32-01 WiFi Entry,4065.0,Expense
07-04-2026,Rent,ESP32-Home WiFi Entry,3228.0,Expense
10-04-2026,Rent,ESP32-Kitchen WiFi Entry,1745.0,Expense
20-03-2026,Bonus,ESP32-01 WiFi Entry,38502.0,Income
30-03-2026,Shopping,ESP32-Office WiFi Entry,3199.0,Expense
22-04-2026,Travel,ESP32-Office WiFi Entry,1602.0,Expense
11-03-2026,Rent,ESP32-Home WiFi Entry,3974.0,Expense
09-03-2026,Investment,ESP32-Home WiFi Entry,44744.0,Income
09-03-2026,Rent,ESP32-Office WiFi Entry,1973.0,Expense
20-03-2026,Bonus,ESP32-01 WiFi Entry,24945.0,Income
25-02-2026,Rent,ESP32-Office WiFi Entry,2881.0,Expense
02-03-2026,Bonus,ESP32-Kitchen WiFi Entry,33896.0,Income
11-04-2026,Investment,ESP32-Kitchen WiFi Entry,45418.0,Income
25-02-2026,Bonus,ESP32-Kitchen WiFi Entry,9250.0,Income
17-03-2026,Shopping,ESP32-Office WiFi Entry,3875.0,Expense
07-03-2026,Rent,ESP32-Kitchen WiFi Entry,1927.0,Expense
03-04-2026,Bonus,ESP32-Office WiFi Entry,22579.0,Income
06-03-2026,Food,ESP32-01 WiFi Entry,4560.0,Expense
14-03-2026,Food,ESP32-Home WiFi Entry,1453.0,Expense
21-02-2026,Investment,ESP32-01 WiFi Entry,40478.0,Income
14-04-2026,Investment,ESP32-01 WiFi Entry,19442.0,Income
21-03-2026,Salary,ESP32-02 WiFi Entry,37906.0,Income
01-03-2026,Food,ESP32-01 WiFi Entry,1849.0,Expense
29-03-2026,Bonus,ESP32-Home WiFi Entry,42141.0,Income
19-04-2026,Food,ESP32-Kitchen WiFi Entry,1599.0,Expense
21-04-2026,Rent,ESP32-Office WiFi Entry,1281.0,Expense
07-04-2026,Bills,ESP32-02 WiFi Entry,1557.0,Expense
17-03-2026,Bills,ESP32-Home WiFi Entry,792.0,Expense
19-03-2026,Shopping,ESP32-01 WiFi Entry,4479.0,Expense
14-03-2026,Rent,ESP32-Kitchen WiFi Entry,3052.0,Expense
25-03-2026,Bonus,ESP32-02 WiFi Entry,21365.0,Income
22-04-2026,Bills,ESP32-Kitchen WiFi Entry,699.0,Expense
21-03-2026,Shopping,ESP32-Home WiFi Entry,2934.0,Expense
24-03-2026,Rent,ESP32-01 WiFi Entry,323.0,Expense
03-04-2026,Rent,ESP32-Kitchen WiFi Entry,2462.0,Expense
02-04-2026,Shopping,ESP32-01 WiFi Entry,1637.0,Expense
14-04-2026,Salary,ESP32-01 WiFi Entry,17993.0,Income
16-03-2026,Bonus,ESP32-Home WiFi Entry,25943.0,Income
21-02-2026,Travel,ESP32-01 WiFi Entry,1877.0,Expense
03-03-2026,Rent,ESP32-Office WiFi Entry,1074.0,Expense
12-04-2026,Bonus,ESP32-Kitchen WiFi Entry,42249.0,Income
10-04-2026,Rent,ESP32-02 WiFi Entry,3010.0,Expense
23-03-2026,Food,ESP32-02 WiFi Entry,4715.0,Expense
02-03-2026,Salary,ESP32-Kitchen WiFi Entry,19314.0,Income
27-02-2026,Bonus,ESP32-01 WiFi Entry,41290.0,Income
16-03-2026,Bonus,ESP32-02 WiFi Entry,32795.0,Income
12-03-2026,Bills,ESP32-Kitchen WiFi Entry,592.0,Expense
23-02-2026,Travel,ESP32-Kitchen WiFi Entry,1117.0,Expense
08-04-2026,Salary,ESP32-Kitchen WiFi Entry,10717.0,Income
10-03-2026,Food,ESP32-Office WiFi Entry,2134.0,Expense
10-04-2026,Investment,ESP32-02 WiFi Entry,19708.0,Income
02-04-2026,Shopping,ESP32-Home WiFi Entry,411.0,Expense
19-04-2026,Rent,ESP32-02 WiFi Entry,753.0,Expense
04-04-2026,Food,ESP32-Home WiFi Entry,3686.0,Expense
11-04-2026,Investment,ESP32-02 WiFi Entry,6892.0,Income
10-04-2026,Bonus,ESP32-Kitchen WiFi Entry,32062.0,Income
29-03-2026,Travel,ESP32-Home WiFi Entry,1821.0,Expense
21-02-2026,Bills,ESP32-01 WiFi Entry,2370.0,Expense
25-02-2026,Bills,ESP32-Kitchen WiFi Entry,567.0,Expense
27-03-2026,Rent,ESP32-02 WiFi Entry,289.0,Expense
12-04-2026,Food,ESP32-Office WiFi Entry,642.0,Expense
08-03-2026,Bonus,ESP32-Kitchen WiFi Entry,42572.0,Income
25-03-2026,Food,ESP32-Kitchen WiFi Entry,4451.0,Expense
10-03-2026,Shopping,ESP32-02 WiFi Entry,4664.0,Expense
15-03-2026,Salary,ESP32-01 WiFi Entry,15911.0,Income
01-03-2026,Travel,ESP32-Office WiFi Entry,2901.0,Expense
02-03-2026,Investment,ESP32-Office WiFi Entry,18164.0,Income
31-03-2026,Salary,ESP32-02 WiFi Entry,12805.0,Income
17-03-2026,Shopping,ESP32-02 WiFi Entry,1909.0,Expense
22-04-2026,Salary,ESP32-Home WiFi Entry,29422.0,Income
18-03-2026,Rent,ESP32-Kitchen WiFi Entry,4508.0,Expense
21-03-2026,Travel,ESP32-02 WiFi Entry,515.0,Expense
13-04-2026,Salary,ESP32-01 WiFi Entry,34856.0,Income
13-03-2026,Bills,ESP32-Office WiFi Entry,3962.0,Expense
21-03-2026,Investment,ESP32-Kitchen WiFi Entry,14448.0,Income
04-04-2026,Bonus,ESP32-Home WiFi Entry,43281.0,Income
03-04-2026,Rent,ESP32-Office WiFi Entry,2879.0,Expense
01-04-2026,Travel,ESP32-Kitchen WiFi Entry,1088.0,Expense
22-03-2026,Bonus,ESP32-Kitchen WiFi Entry,19015.0,Income
03-03-2026,Food,ESP32-Home WiFi Entry,4856.0,Expense
11-03-2026,Food,ESP32-Office WiFi Entry,4857.0,Expense
11-03-2026,Food,ESP32-01 WiFi Entry,3715.0,Expense
20-03-2026,Rent,ESP32-Home WiFi Entry,2545.0,Expense
16-03-2026,Bonus,ESP32-02 WiFi Entry,6227.0,Income
21-04-2026,Food,ESP32-02 WiFi Entry,3622.0,Expense
02-04-2026,Bills,ESP32-Kitchen WiFi Entry,4296.0,Expense
28-03-2026,Bills,ESP32-Kitchen WiFi Entry,1550.0,Expense
01-03-2026,Rent,ESP32-02 WiFi Entry,607.0,Expense
22-03-2026,Investment,ESP32-Kitchen WiFi Entry,33906.0,Income
30-03-2026,Bonus,ESP32-02 WiFi Entry,17829.0,Income
25-03-2026,Food,ESP32-01 WiFi Entry,3741.0,Expense
24-02-2026,Bonus,ESP32-02 WiFi Entry,47400.0,Income
05-03-2026,Rent,ESP32-Office WiFi Entry,2649.0,Expense
11-03-2026,Rent,ESP32-02 WiFi Entry,1735.0,Expense
15-04-2026,Investment,ESP32-Kitchen WiFi Entry,35265.0,Income
03-03-2026,Rent,ESP32-Office WiFi Entry,680.0,Expense
11-03-2026,Bills,ESP32-Home WiFi Entry,239.0,Expense
13-03-2026,Salary,ESP32-Office WiFi Entry,24113.0,Income
09-04-2026,Rent,ESP32-Kitchen WiFi Entry,3610.0,Expense
15-04-2026,Bonus,ESP32-Home WiFi Entry,14443.0,Income
05-03-2026,Investment,ESP32-Office WiFi Entry,35854.0,Income
30-03-2026,Bonus,ESP32-Kitchen WiFi Entry,12196.0,Income
18-04-2026,Rent,ESP32-Office WiFi Entry,4163.0,Expense
16-04-2026,Rent,ESP32-Kitchen WiFi Entry,1107.0,Expense
12-04-2026,Bonus,ESP32-Kitchen WiFi Entry,6945.0,Income
04-03-2026,Travel,ESP32-Kitchen WiFi Entry,3945.0,Expense
16-04-2026,Salary,ESP32-Office WiFi Entry,20558.0,Income
26-03-2026,Rent,ESP32-01 WiFi Entry,1543.0,Expense
24-03-2026,Travel,ESP32-Office WiFi Entry,1357.0,Expense
16-04-2026,Travel,ESP32-Home WiFi Entry,3745.0,Expense
10-03-2026,Rent,ESP32-Office WiFi Entry,2875.0,Expense
16-04-2026,Investment,ESP32-Home WiFi Entry,15662.0,Income
19-03-2026,Bonus,ESP32-02 WiFi Entry,39559.0,Income
04-03-2026,Bills,ESP32-01 WiFi Entry,4904.0,Expense
21-04-2026,Investment,ESP32-Office WiFi Entry,40919.0,Income
17-03-2026,Bonus,ESP32-Office WiFi Entry,33622.0,Income
16-03-2026,Travel,ESP32-01 WiFi Entry,3220.0,Expense
24-03-2026,Travel,ESP32-Office WiFi Entry,1930.0,Expense
05-04-2026,Shopping,ESP32-01 WiFi Entry,2780.0,Expense
05-04-2026,Rent,ESP32-02 WiFi Entry,4826.0,Expense
28-02-2026,Shopping,ESP32-02 WiFi Entry,4954.0,Expense
03-03-2026,Salary,ESP32-01 WiFi Entry,15370.0,Income
07-03-2026,Rent,ESP32-01 WiFi Entry,3743.0,Expense
02-04-2026,Travel,ESP32-01 WiFi Entry,4825.0,Expense
20-04-2026,Salary,ESP32-Kitchen WiFi Entry,36629.0,Income
06-03-2026,Rent,ESP32-02 WiFi Entry,4833.0,Expense
21-03-2026,Bills,ESP32-01 WiFi Entry,1242.0,Expense
04-04-2026,Bonus,ESP32-Kitchen WiFi Entry,26348.0,Income
29-03-2026,Food,ESP32-Home WiFi Entry,2066.0,Expense
04-03-2026,Bills,ESP32-Home WiFi Entry,1187.0,Expense
08-03-2026,Investment,ESP32-Kitchen WiFi Entry,29175.0,Income
13-03-2026,Food,ESP32-Office WiFi Entry,338.0,Expense
22-04-2026,Bonus,ESP32-02 WiFi Entry,26237.0,Income
28-02-2026,Salary,ESP32-Kitchen WiFi Entry,39922.0,Income
03-04-2026,Food,ESP32-02 WiFi Entry,1373.0,Expense
08-04-2026,Salary,ESP32-Home WiFi Entry,12936.0,Income
05-04-2026,Rent,ESP32-Kitchen WiFi Entry,2859.0,Expense
01-03-2026,Bills,ESP32-Home WiFi Entry,4554.0,Expense
10-03-2026,Rent,ESP32-Home WiFi Entry,3219.0,Expense
20-04-2026,Food,ESP32-Home WiFi Entry,3799.0,Expense
12-03-2026,Salary,ESP32-Office WiFi Entry,48914.0,Income
02-03-2026,Food,ESP32-02 WiFi Entry,4258.0,Expense
12-03-2026,Bills,ESP32-Kitchen WiFi Entry,206.0,Expense
19-03-2026,Bonus,ESP32-01 WiFi Entry,18303.0,Income
26-02-2026,Bonus,ESP32-01 WiFi Entry,10087.0,Income
21-03-2026,Bonus,ESP32-Kitchen WiFi Entry,25379.0,Income
22-03-2026,Bonus,ESP32-01 WiFi Entry,31693.0,Income
06-04-2026,Shopping,ESP32-Home WiFi Entry,76.0,Expense
22-03-2026,Shopping,ESP32-02 WiFi Entry,3760.0,Expense
02-03-2026,Salary,ESP32-01 WiFi Entry,42336.0,Income
22-03-2026,Bonus,ESP32-02 WiFi Entry,25863.0,Income
30-03-2026,Food,ESP32-Kitchen WiFi Entry,900.0,Expense
06-03-2026,Shopping,ESP32-01 WiFi Entry,1199.0,Expense
12-04-2026,Travel,ESP32-Office WiFi Entry,1713.0,Expense
27-02-2026,Investment,ESP32-Kitchen WiFi Entry,17933.0,Income
25-02-2026,Rent,ESP32-Kitchen WiFi Entry,4207.0,Expense
30-03-2026,Shopping,ESP32-02 WiFi Entry,817.0,Expense
24-03-2026,Rent,ESP32-Kitchen WiFi Entry,1462.0,Expense
08-03-2026,Food,ESP32-Kitchen WiFi Entry,64.0,Expense
09-03-2026,Investment,ESP32-Office WiFi Entry,47852.0,Income
10-04-2026,Investment,ESP32-Office WiFi Entry,42406.0,Income
29-03-2026,Bonus,ESP32-02 WiFi Entry,45841.0,Income
08-03-2026,Bills,ESP32-Office WiFi Entry,248.0,Expense
07-03-2026,Shopping,ESP32-Kitchen WiFi Entry,4598.0,Expense
27-02-2026,Shopping,ESP32-02 WiFi Entry,4617.0,Expense
08-03-2026,Salary,ESP32-Kitchen WiFi Entry,28084.0,Income
05-04-2026,Investment,ESP32-Kitchen WiFi Entry,30402.0,Income
02-04-2026,Travel,ESP32-02 WiFi Entry,1963.0,Expense
31-03-2026,Shopping,ESP32-Home WiFi Entry,2677.0,Expense
20-04-2026,Investment,ESP32-01 WiFi Entry,46611.0,Income
11-03-2026,Rent,ESP32-02 WiFi Entry,3915.0,Expense
16-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1835.0,Expense
17-03-2026,Travel,ESP32-Kitchen WiFi Entry,4993.0,Expense
28-03-2026,Bills,ESP32-Office WiFi Entry,3497.0,Expense
22-03-2026,Investment,ESP32-01 WiFi Entry,46045.0,Income
10-03-2026,Travel,ESP32-01 WiFi Entry,1822.0,Expense
09-03-2026,Bonus,ESP32-Home WiFi Entry,14343.0,Income
17-04-2026,Travel,ESP32-Office WiFi Entry,282.0,Expense
10-04-2026,Travel,ESP32-Office WiFi Entry,1964.0,Expense
26-03-2026,Investment,ESP32-01 WiFi Entry,36067.0,Income
10-04-2026,Bills,ESP32-02 WiFi Entry,1502.0,Expense
01-04-2026,Travel,ESP32-01 WiFi Entry,1023.0,Expense
22-04-2026,Bills,ESP32-01 WiFi Entry,2488.0,Expense
01-04-2026,Bonus,ESP32-Home WiFi Entry,38825.0,Income
14-03-2026,Shopping,ESP32-Home WiFi Entry,3776.0,Expense
14-03-2026,Shopping,ESP32-Kitchen WiFi Entry,941.0,Expense
23-02-2026,Rent,ESP32-Home WiFi Entry,4002.0,Expense
26-02-2026,Travel,ESP32-Kitchen WiFi Entry,1792.0,Expense
09-04-2026,Bills,ESP32-01 WiFi Entry,2063.0,Expense
09-03-2026,Investment,ESP32-Kitchen WiFi Entry,33909.0,Income
05-03-2026,Travel,ESP32-Kitchen WiFi Entry,518.0,Expense
03-04-2026,Travel,ESP32-01 WiFi Entry,1817.0,Expense
08-03-2026,Shopping,ESP32-02 WiFi Entry,1418.0,Expense
15-04-2026,Travel,ESP32-01 WiFi Entry,1587.0,Expense
11-04-2026,Travel,ESP32-02 WiFi Entry,2600.0,Expense
16-03-2026,Shopping,ESP32-01 WiFi Entry,2788.0,Expense
02-04-2026,Travel,ESP32-02 WiFi Entry,469.0,Expense
19-04-2026,Rent,ESP32-02 WiFi Entry,1322.0,Expense
26-03-2026,Investment,ESP32-Office WiFi Entry,27308.0,Income
15-03-2026,Shopping,ESP32-Kitchen WiFi Entry,1065.0,Expense
19-04-2026,Rent,ESP32-02 WiFi Entry,2026.0,Expense
27-02-2026,Travel,ESP32-Home WiFi Entry,3043.0,Expense
14-04-2026,Investment,ESP32-Office WiFi Entry,16350.0,Income
03-04-2026,Bills,ESP32-01 WiFi Entry,4683.0,Expense
24-02-2026,Rent,ESP32-Office WiFi Entry,4473.0,Expense
21-04-2026,Bills,ESP32-01 WiFi Entry,2396.0,Expense
02-04-2026,Salary,ESP32-Kitchen WiFi Entry,9764.0,Income
05-03-2026,Investment,ESP32-01 WiFi Entry,16862.0,Income
24-03-2026,Shopping,ESP32-Home WiFi Entry,1895.0,Expense
04-04-2026,Bonus,ESP32-02 WiFi Entry,7437.0,Income
27-03-2026,Shopping,ESP32-01 WiFi Entry,2353.0,Expense
12-04-2026,Food,ESP32-Home WiFi Entry,4686.0,Expense
22-03-2026,Salary,ESP32-Office WiFi Entry,18698.0,Income
15-03-2026,Bills,ESP32-Home WiFi Entry,4822.0,Expense
27-03-2026,Bills,ESP32-Office WiFi Entry,2809.0,Expense
17-03-2026,Rent,ESP32-02 WiFi Entry,536.0,Expense
19-04-2026,Rent,ESP32-Home WiFi Entry,4366.0,Expense
29-03-2026,Shopping,ESP32-Home WiFi Entry,4160.0,Expense
13-04-2026,Food,ESP32-Kitchen WiFi Entry,1786.0,Expense
31-03-2026,Bonus,ESP32-02 WiFi Entry,30114.0,Income
06-03-2026,Bonus,ESP32-01 WiFi Entry,8803.0,Income
26-02-2026,Rent,ESP32-Kitchen WiFi Entry,4565.0,Expense
30-03-2026,Rent,ESP32-02 WiFi Entry,3922.0,Expense
01-04-2026,Food,ESP32-Office WiFi Entry,2487.0,Expense
19-03-2026,Rent,ESP32-Home WiFi Entry,656.0,Expense
26-02-2026,Salary,ESP32-01 WiFi Entry,5815.0,Income
18-03-2026,Travel,ESP32-01 WiFi Entry,3846.0,Expense
20-03-2026,Bills,ESP32-Kitchen WiFi Entry,1222.0,Expense
05-03-2026,Bills,ESP32-Office WiFi Entry,4376.0,Expense
18-03-2026,Investment,ESP32-Kitchen WiFi Entry,20540.0,Income
02-04-2026,Investment,ESP32-Kitchen WiFi Entry,9715.0,Income
22-02-2026,Bills,ESP32-Home WiFi Entry,2348.0,Expense
01-04-2026,Shopping,ESP32-Office WiFi Entry,2029.0,Expense
09-03-2026,Food,ESP32-02 WiFi Entry,2994.0,Expense
02-03-2026,Bonus,ESP32-Kitchen WiFi Entry,46550.0,Income
15-04-2026,Travel,ESP32-Office WiFi Entry,2513.0,Expense
22-03-2026,Shopping,ESP32-Office WiFi Entry,2295.0,Expense
07-04-2026,Salary,ESP32-Home WiFi Entry,31013.0,Income
20-03-2026,Shopping,ESP32-Kitchen WiFi Entry,414.0,Expense
27-02-2026,Salary,ESP32-01 WiFi Entry,7873.0,Income
27-02-2026,Travel,ESP32-Home WiFi Entry,3011.0,Expense
30-03-2026,Rent,ESP32-02 WiFi Entry,2560.0,Expense
05-04-2026,Food,ESP32-Kitchen WiFi Entry,2468.0,Expense
21-03-2026,Salary,ESP32-02 WiFi Entry,43953.0,Income
09-04-2026,Rent,ESP32-Office WiFi Entry,487.0,Expense
23-02-2026,Bonus,ESP32-Kitchen WiFi Entry,16472.0,Income
18-04-2026,Salary,ESP32-Office WiFi Entry,30042.0,Income
19-03-2026,Investment,ESP32-Home WiFi Entry,6808.0,Income
09-04-2026,Bonus,ESP32-Home WiFi Entry,13561.0,Income
27-02-2026,Food,ESP32-02 WiFi Entry,1401.0,Expense
22-02-2026,Investment,ESP32-Office WiFi Entry,29244.0,Income
29-03-2026,Investment,ESP32-Office WiFi Entry,34576.0,Income
17-03-2026,Bonus,ESP32-Office WiFi Entry,24122.0,Income
03-03-2026,Rent,ESP32-Office WiFi Entry,994.0,Expense
18-03-2026,Bonus,ESP32-Home WiFi Entry,16984.0,Income
17-04-2026,Shopping,ESP32-Kitchen WiFi Entry,1135.0,Expense
07-04-2026,Food,ESP32-01 WiFi Entry,2948.0,Expense
13-03-2026,Food,ESP32-Home WiFi Entry,1471.0,Expense
29-03-2026,Travel,ESP32-02 WiFi Entry,1742.0,Expense
21-03-2026,Bills,ESP32-Office WiFi Entry,3210.0,Expense
10-03-2026,Salary,ESP32-Kitchen WiFi Entry,8416.0,Income
14-04-2026,Investment,ESP32-Office WiFi Entry,21564.0,Income
21-03-2026,Bonus,ESP32-Kitchen WiFi Entry,31323.0,Income
13-04-2026,Shopping,ESP32-Kitchen WiFi Entry,2740.0,Expense
13-04-2026,Travel,ESP32-02 WiFi Entry,1909.0,Expense
03-04-2026,Shopping,ESP32-Office WiFi Entry,3415.0,Expense
05-03-2026,Bonus,ESP32-Home WiFi Entry,26879.0,Income
18-03-2026,Salary,ESP32-Kitchen WiFi Entry,20600.0,Income
12-04-2026,Shopping,ESP32-Home WiFi Entry,1887.0,Expense
07-03-2026,Bonus,ESP32-Kitchen WiFi Entry,9621.0,Income
15-03-2026,Bills,ESP32-Kitchen WiFi Entry,4820.0,Expense
16-04-2026,Rent,ESP32-Office WiFi Entry,2955.0,Expense
15-04-2026,Bonus,ESP32-02 WiFi Entry,31197.0,Income
14-03-2026,Bills,ESP32-Office WiFi Entry,4112.0,Expense
07-03-2026,Food,ESP32-02 WiFi Entry,3857.0,Expense
13-03-2026,Travel,ESP32-Kitchen WiFi Entry,3164.0,Expense
16-04-2026,Bonus,ESP32-Office WiFi Entry,16991.0,Income
22-03-2026,Travel,ESP32-01 WiFi Entry,1307.0,Expense
07-03-2026,Bills,ESP32-Home WiFi Entry,2843.0,Expense
02-03-2026,Food,ESP32-Office WiFi Entry,2630.0,Expense
09-03-2026,Food,ESP32-01 WiFi Entry,385.0,Expense
23-02-2026,Salary,ESP32-Home WiFi Entry,34045.0,Income
28-02-2026,Bills,ESP32-Home WiFi Entry,4887.0,Expense
